split,sample,source_image_id,source_file_name,sample_key,source_category,instruction,shapes,manual_check_required
train,train__002__-guardrail_missing-29-_jpg.rf.8328ab6fb32a9e59d3598525ed8fd4fd__guardrail_missing,251,002__-guardrail_missing-29-_jpg.rf.8328ab6fb32a9e59d3598525ed8fd4fd.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,13,False
train,train__002__-equipment_proximity-194-_jpg.rf.e439891cec0ddd74a494407f53ed4942__equipment_proximity,252,002__-equipment_proximity-194-_jpg.rf.e439891cec0ddd74a494407f53ed4942.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,27,False
train,train__004__IMG_20241113_161826288_jpg.rf.d150342a08ba2342445ff53f65c823f6__unsafe,253,004__IMG_20241113_161826288_jpg.rf.d150342a08ba2342445ff53f65c823f6.jpg,unsafe,unsafe,请分割图中存在安全风险的目标区域。,2,False
train,train__004__IMG_20241113_161807_jpg.rf.fbcceb224dfd9c2f400cd2c6e7b3dd5c__no_jacket,254,004__IMG_20241113_161807_jpg.rf.fbcceb224dfd9c2f400cd2c6e7b3dd5c.jpg,no_jacket,no jacket,把缺少反光衣防护的作业人员分割出来。,2,False
train,train__002__-opening_unprotected-9-_jpg.rf.f16efa7cac3088ff90c4827773a14916__opening_unprotected,256,002__-opening_unprotected-9-_jpg.rf.f16efa7cac3088ff90c4827773a14916.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,1,False
train,train__002__-poor_housekeeping-58-_jpg.rf.441a80f478ec7644c3576eb9c493f9e2__poor_housekeeping,257,002__-poor_housekeeping-58-_jpg.rf.441a80f478ec7644c3576eb9c493f9e2.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,3,False
train,train__002__-helmet_missing-227-_jpg.rf.f206c8a6df004f88eedc67df8300acc8__helmet_missing,260,002__-helmet_missing-227-_jpg.rf.f206c8a6df004f88eedc67df8300acc8.jpg,helmet_missing,helmet_missing,把没有做好头部防护、未戴安全帽的人分割出来。,1,False
train,train__004__IMG20241113162042_jpg.rf.b5050dcf8c7c146b73bffd799de13ceb__unsafe,262,004__IMG20241113162042_jpg.rf.b5050dcf8c7c146b73bffd799de13ceb.jpg,unsafe,unsafe,圈出图中被标注为不安全状态的作业人员或区域。,1,False
train,train__002__-guardrail_missing-86-_jpg.rf.413b19aee5f65e54e89928df6c072c12__guardrail_missing,263,002__-guardrail_missing-86-_jpg.rf.413b19aee5f65e54e89928df6c072c12.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,75,False
train,train__002__-harness_missing-21-_JPG.rf.27ffcb898ffe7e438228ddc19619449e__harness_missing,264,002__-harness_missing-21-_JPG.rf.27ffcb898ffe7e438228ddc19619449e.jpg,harness_missing,harness_missing,圈出高处作业但没有系安全带的人员。,9,False
train,train__002__-guardrail_missing-89-_jpg.rf.48d301332efd8e077fceb7a34d9729fb__guardrail_missing,265,002__-guardrail_missing-89-_jpg.rf.48d301332efd8e077fceb7a34d9729fb.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,28,False
train,train__002__-poor_housekeeping-102-_JPG.rf.833ef7a1f84bd8df35219af807feae3c__poor_housekeeping,266,002__-poor_housekeeping-102-_JPG.rf.833ef7a1f84bd8df35219af807feae3c.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,5,False
train,train__004__IMG20241113162025_jpg.rf.6332bdc3b0863921ae74c81849ab4d0d__no_jacket,267,004__IMG20241113162025_jpg.rf.6332bdc3b0863921ae74c81849ab4d0d.jpg,no_jacket,no jacket,把缺少反光衣防护的作业人员分割出来。,1,False
train,train__004__IMG_20241113_162035_jpg.rf.4e067fbda470f0c07d79518ece1088c8__unsafe,268,004__IMG_20241113_162035_jpg.rf.4e067fbda470f0c07d79518ece1088c8.jpg,unsafe,unsafe,标出现场存在不安全状态的目标。,1,False
train,train__002__-opening_unprotected-15-_jpg.rf.cefd5ccc02060f18d00ba093f51a09b9__opening_unprotected,269,002__-opening_unprotected-15-_jpg.rf.cefd5ccc02060f18d00ba093f51a09b9.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,1,False
train,train__002__-helmet_missing-211-_JPG.rf.4988996b6d091c85fe2ddd93e9a63299__helmet_missing,270,002__-helmet_missing-211-_JPG.rf.4988996b6d091c85fe2ddd93e9a63299.jpg,helmet_missing,helmet_missing,圈出图中没有佩戴安全帽的工人。,6,False
train,train__002__-guardrail_missing-102-_jpg.rf.0accf2578ab32b4e56d12b58159a4dd5__guardrail_missing,272,002__-guardrail_missing-102-_jpg.rf.0accf2578ab32b4e56d12b58159a4dd5.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,1,False
train,train__002__-poor_housekeeping-116-_jpg.rf.5ac345df66c7cca9eae6c0c99e75f71d__poor_housekeeping,274,002__-poor_housekeeping-116-_jpg.rf.5ac345df66c7cca9eae6c0c99e75f71d.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,39,False
train,train__002__-opening_unprotected-62-_jpg.rf.03a0f4d3fd3e21d012f862888a10b1c7__opening_unprotected,278,002__-opening_unprotected-62-_jpg.rf.03a0f4d3fd3e21d012f862888a10b1c7.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,1,False
train,train__002__-guardrail_missing-75-_jpg.rf.9199d0e6ce0d10b9381a234daf3e9147__guardrail_missing,279,002__-guardrail_missing-75-_jpg.rf.9199d0e6ce0d10b9381a234daf3e9147.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,4,False
train,train__004__IMG_20241113_162033330_jpg.rf.270ba5af6e7c5db611710cd8250ba3ce__unsafe,281,004__IMG_20241113_162033330_jpg.rf.270ba5af6e7c5db611710cd8250ba3ce.jpg,unsafe,unsafe,圈出图中被标注为不安全状态的作业人员或区域。,1,False
train,train__002__-helmet_missing-23-_jpg.rf.807717570363956181a6a2f16615bbb0__helmet_missing,282,002__-helmet_missing-23-_jpg.rf.807717570363956181a6a2f16615bbb0.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-poor_housekeeping-114-_jpg.rf.468647e0a0c86ad25e29ffbaec40814f__poor_housekeeping,283,002__-poor_housekeeping-114-_jpg.rf.468647e0a0c86ad25e29ffbaec40814f.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,8,False
train,train__002__-opening_unprotected-81-_JPG.rf.729769b91428cd5e1a5d8a79b09ae944__opening_unprotected,284,002__-opening_unprotected-81-_JPG.rf.729769b91428cd5e1a5d8a79b09ae944.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,1,False
train,train__002__-equipment_proximity-132-_jpg.rf.65f018949c1945ca3aae2f20f05d479e__equipment_proximity,286,002__-equipment_proximity-132-_jpg.rf.65f018949c1945ca3aae2f20f05d479e.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,10,False
train,train__002__-harness_missing-32-_JPG.rf.13a86499ef60d746e7a96993bd696f83__helmet_missing,287,002__-harness_missing-32-_JPG.rf.13a86499ef60d746e7a96993bd696f83.jpg,helmet_missing,helmet_missing,把没有做好头部防护、未戴安全帽的人分割出来。,1,False
train,train__002__-poor_housekeeping-72-_JPG.rf.3b28ece8f9f32df3de867f6650c13682__poor_housekeeping,289,002__-poor_housekeeping-72-_JPG.rf.3b28ece8f9f32df3de867f6650c13682.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,8,False
train,train__002__-opening_unprotected-1-_jpg.rf.d4663d1fea4bda574c3c9bafb3a0a91a__opening_unprotected,290,002__-opening_unprotected-1-_jpg.rf.d4663d1fea4bda574c3c9bafb3a0a91a.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,5,False
train,train__002__-helmet_missing-69-_JPG.rf.511a6dad925f860cdd7a390334f65a8c__helmet_missing,292,002__-helmet_missing-69-_JPG.rf.511a6dad925f860cdd7a390334f65a8c.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,11,False
train,train__002__-poor_housekeeping-66-_jpg.rf.e83f445d61c049c274f8938979fe64f7__poor_housekeeping,293,002__-poor_housekeeping-66-_jpg.rf.e83f445d61c049c274f8938979fe64f7.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,1,False
train,train__002__-guardrail_missing-131-_jpg.rf.5ea014268c1025501ec752055d442496__guardrail_missing,294,002__-guardrail_missing-131-_jpg.rf.5ea014268c1025501ec752055d442496.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,10,False
train,train__002__-opening_unprotected-13-_jpg.rf.9ac94a0899dde56d41baeb5860e8550e__opening_unprotected,295,002__-opening_unprotected-13-_jpg.rf.9ac94a0899dde56d41baeb5860e8550e.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,1,False
train,train__002__-equipment_proximity-144-_jpg.rf.ade5c29052c6f42bea857f6278727919__equipment_proximity,296,002__-equipment_proximity-144-_jpg.rf.ade5c29052c6f42bea857f6278727919.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,27,False
train,train__002__-poor_housekeeping-117-_jpg.rf.129052fe1a401a02c9d64e776f0affaf__poor_housekeeping,299,002__-poor_housekeeping-117-_jpg.rf.129052fe1a401a02c9d64e776f0affaf.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,3,False
train,train__002__-opening_unprotected-98-_jpg.rf.4daf481f96bc1786ca2fee8579be0142__opening_unprotected,300,002__-opening_unprotected-98-_jpg.rf.4daf481f96bc1786ca2fee8579be0142.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,1,False
train,train__002__-equipment_proximity-286-_JPG.rf.e0d08acf2515ce139f8133b257513c71__equipment_proximity,302,002__-equipment_proximity-286-_JPG.rf.e0d08acf2515ce139f8133b257513c71.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,1,False
train,train__002__-guardrail_missing-91-_jpg.rf.d6ab6e4e22b27b6aaba678fc909eb43f__guardrail_missing,303,002__-guardrail_missing-91-_jpg.rf.d6ab6e4e22b27b6aaba678fc909eb43f.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,8,False
train,train__002__-poor_housekeeping-98-_jpg.rf.3ea6ab6eda701c7b42b659424ce8871a__poor_housekeeping,304,002__-poor_housekeeping-98-_jpg.rf.3ea6ab6eda701c7b42b659424ce8871a.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,46,False
train,train__002__-guardrail_missing-135-_jpg.rf.8c59bbb77186b467d3a231e87ba85339__guardrail_missing,305,002__-guardrail_missing-135-_jpg.rf.8c59bbb77186b467d3a231e87ba85339.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,1,False
train,train__002__-helmet_missing-235-_jpg.rf.b4ded59e2b459d3b21c3d6c9aa653edb__helmet_missing,306,002__-helmet_missing-235-_jpg.rf.b4ded59e2b459d3b21c3d6c9aa653edb.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-opening_unprotected-6-_jpg.rf.9d6e5a2f00fb7443cb3a8830818907c0__opening_unprotected,307,002__-opening_unprotected-6-_jpg.rf.9d6e5a2f00fb7443cb3a8830818907c0.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,1,False
train,train__002__-opening_unprotected-21-_jpg.rf.f5970d57109200d41e06cbef9c9e2efc__opening_unprotected,310,002__-opening_unprotected-21-_jpg.rf.f5970d57109200d41e06cbef9c9e2efc.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,6,False
train,train__002__-guardrail_missing-97-_JPG.rf.ecf1b7d2e6790da710203667f196a288__harness_missing,311,002__-guardrail_missing-97-_JPG.rf.ecf1b7d2e6790da710203667f196a288.jpg,harness_missing,harness_missing,把缺少安全带防护的作业人员分割出来。,2,False
train,train__002__-helmet_missing-74-_JPG.rf.8ff47d0976090236b926f016b530cba6__helmet_missing,312,002__-helmet_missing-74-_JPG.rf.8ff47d0976090236b926f016b530cba6.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,2,False
train,train__002__-poor_housekeeping-112-_jpg.rf.d469f0893116285367e7ef64413dbae6__poor_housekeeping,313,002__-poor_housekeeping-112-_jpg.rf.d469f0893116285367e7ef64413dbae6.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,1,False
train,train__002__-equipment_proximity-38-_JPG.rf.8d0b9ba5443d25d708e64d1fb9661913__equipment_proximity,314,002__-equipment_proximity-38-_JPG.rf.8d0b9ba5443d25d708e64d1fb9661913.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,10,False
train,train__002__-guardrail_missing-54-_jpg.rf.6914b0bbd14e288c65cfb05f71650dc9__guardrail_missing,317,002__-guardrail_missing-54-_jpg.rf.6914b0bbd14e288c65cfb05f71650dc9.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,1,False
train,train__002__-helmet_missing-202-_JPG.rf.bd051bbe327e3655cf2578f7d2ebc215__helmet_missing,318,002__-helmet_missing-202-_JPG.rf.bd051bbe327e3655cf2578f7d2ebc215.jpg,helmet_missing,helmet_missing,把没有做好头部防护、未戴安全帽的人分割出来。,7,False
train,train__002__-opening_unprotected-34-_jpg.rf.00b1b0a5b9b3c9934e68508492d66e80__opening_unprotected,319,002__-opening_unprotected-34-_jpg.rf.00b1b0a5b9b3c9934e68508492d66e80.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,5,False
train,train__002__-harness_missing-17-_jpg.rf.72355070e49506adda9b1a4145803cf4__harness_missing,320,002__-harness_missing-17-_jpg.rf.72355070e49506adda9b1a4145803cf4.jpg,harness_missing,harness_missing,把缺少安全带防护的作业人员分割出来。,18,False
train,train__002__-equipment_proximity-52-_JPG.rf.bd5485bc7fe4df5d6b9d6ae91eb3dfdc__equipment_proximity,321,002__-equipment_proximity-52-_JPG.rf.bd5485bc7fe4df5d6b9d6ae91eb3dfdc.jpg,equipment_proximity,equipment_proximity,圈出施工现场设备邻近作业人员的危险区域。,37,False
train,train__002__-poor_housekeeping-10-_jpg.rf.8a701c7a869829a04e82d2f5c67bdc9c__poor_housekeeping,322,002__-poor_housekeeping-10-_jpg.rf.8a701c7a869829a04e82d2f5c67bdc9c.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,34,False
train,train__002__-opening_unprotected-10-_jpg.rf.f5e4bdcec84aff915ffefc7235c55399__opening_unprotected,325,002__-opening_unprotected-10-_jpg.rf.f5e4bdcec84aff915ffefc7235c55399.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,2,False
train,train__002__-poor_housekeeping-45-_jpg.rf.fdd80880e354c5acac9ed41c8735b262__poor_housekeeping,328,002__-poor_housekeeping-45-_jpg.rf.fdd80880e354c5acac9ed41c8735b262.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,1,False
train,train__002__-guardrail_missing-81-_jpg.rf.50c9fbccf828b36afc68ea1d43248211__guardrail_missing,330,002__-guardrail_missing-81-_jpg.rf.50c9fbccf828b36afc68ea1d43248211.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,2,False
train,train__002__-opening_unprotected-46-_JPG.rf.98bb4bbe0120107ee83212da16e0efc3__opening_unprotected,331,002__-opening_unprotected-46-_JPG.rf.98bb4bbe0120107ee83212da16e0efc3.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,1,False
train,train__002__-equipment_proximity-266-_jpg.rf.5ad554b5932414bdb56a7289bf6376ec__equipment_proximity,334,002__-equipment_proximity-266-_jpg.rf.5ad554b5932414bdb56a7289bf6376ec.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,20,False
train,train__002__-equipment_proximity-14-_JPG.rf.c55abb62b6a6b01706efcba94056ff9c__equipment_proximity,336,002__-equipment_proximity-14-_JPG.rf.c55abb62b6a6b01706efcba94056ff9c.jpg,equipment_proximity,equipment_proximity,圈出施工现场设备邻近作业人员的危险区域。,35,False
train,train__002__-equipment_proximity-14-_JPG.rf.c55abb62b6a6b01706efcba94056ff9c__helmet_missing,336,002__-equipment_proximity-14-_JPG.rf.c55abb62b6a6b01706efcba94056ff9c.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,2,False
train,train__002__-guardrail_missing-87-_jpg.rf.3a242157c9d410eb7cb1e65ea79004ef__guardrail_missing,338,002__-guardrail_missing-87-_jpg.rf.3a242157c9d410eb7cb1e65ea79004ef.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,17,False
train,train__002__-harness_missing-99-_JPG.rf.c9cbcb4708c3f058b2ea6ac943e3aee2__harness_missing,340,002__-harness_missing-99-_JPG.rf.c9cbcb4708c3f058b2ea6ac943e3aee2.jpg,harness_missing,harness_missing,圈出高处作业但没有系安全带的人员。,5,False
train,train__002__-equipment_proximity-59-_JPG.rf.35d068d35fc47f24c567279700702f33__helmet_missing,344,002__-equipment_proximity-59-_JPG.rf.35d068d35fc47f24c567279700702f33.jpg,helmet_missing,helmet_missing,现场哪些人员存在未戴安全帽的安全隐患?请分割出来。,1,False
train,train__002__-opening_unprotected-89-_JPG.rf.66a4278ea0941aafe56323cd64c8f3a9__opening_unprotected,345,002__-opening_unprotected-89-_JPG.rf.66a4278ea0941aafe56323cd64c8f3a9.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,4,False
train,train__002__-poor_housekeeping-90-_JPG.rf.1f54cfd5715d4dbe924c152a186f89df__poor_housekeeping,346,002__-poor_housekeeping-90-_JPG.rf.1f54cfd5715d4dbe924c152a186f89df.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,33,False
train,train__002__-guardrail_missing-118-_jpg.rf.24d5a8a40e248a3f83b7a4311e92a744__guardrail_missing,347,002__-guardrail_missing-118-_jpg.rf.24d5a8a40e248a3f83b7a4311e92a744.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,3,False
train,train__002__-opening_unprotected-30-_jpg.rf.4853ea9bece1fa314cc0dfbd9d44d612__opening_unprotected,349,002__-opening_unprotected-30-_jpg.rf.4853ea9bece1fa314cc0dfbd9d44d612.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,1,False
train,train__002__-guardrail_missing-28-_jpg.rf.b1f4bc210d341d5560432529b3a0db6d__guardrail_missing,352,002__-guardrail_missing-28-_jpg.rf.b1f4bc210d341d5560432529b3a0db6d.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,27,False
train,train__002__-equipment_proximity-128-_jpg.rf.3466b99b2ac4fee51529a6617937a92e__equipment_proximity,353,002__-equipment_proximity-128-_jpg.rf.3466b99b2ac4fee51529a6617937a92e.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,5,False
train,train__002__-harness_missing-158-_JPG.rf.ee82e6af912248fad2e549cd00c2c770__harness_missing,354,002__-harness_missing-158-_JPG.rf.ee82e6af912248fad2e549cd00c2c770.jpg,harness_missing,harness_missing,圈出高处作业但没有系安全带的人员。,1,False
train,train__002__-helmet_missing-73-_JPG.rf.7e7d1f4d59a0b6be6d8eb20ac9b50649__helmet_missing,355,002__-helmet_missing-73-_JPG.rf.7e7d1f4d59a0b6be6d8eb20ac9b50649.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,12,False
train,train__002__-poor_housekeeping-113-_jpg.rf.d07f91a7a808a8f4c1f61f0dea9f994f__poor_housekeeping,356,002__-poor_housekeeping-113-_jpg.rf.d07f91a7a808a8f4c1f61f0dea9f994f.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,17,False
train,train__002__-opening_unprotected-102-_jpg.rf.2990f217396091fea6080c6d3d2fd66c__opening_unprotected,357,002__-opening_unprotected-102-_jpg.rf.2990f217396091fea6080c6d3d2fd66c.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,2,False
train,train__002__-poor_housekeeping-39-_jpg.rf.70ebf5bc234370cd148edc5447924b6b__poor_housekeeping,359,002__-poor_housekeeping-39-_jpg.rf.70ebf5bc234370cd148edc5447924b6b.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,33,False
train,train__002__-guardrail_missing-107-_jpg.rf.114e6cd964bf96de8b4e82ac35638e0c__guardrail_missing,363,002__-guardrail_missing-107-_jpg.rf.114e6cd964bf96de8b4e82ac35638e0c.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,15,False
train,train__002__-opening_unprotected-69-_jpg.rf.09af43fcc74b43b5e039305fa80ddb55__opening_unprotected,364,002__-opening_unprotected-69-_jpg.rf.09af43fcc74b43b5e039305fa80ddb55.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,1,False
train,train__002__-guardrail_missing-11-_jpg.rf.09c38a352cbc6498836136b367bcddde__guardrail_missing,366,002__-guardrail_missing-11-_jpg.rf.09c38a352cbc6498836136b367bcddde.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,2,False
train,train__002__-equipment_proximity-63-_jpg.rf.68e3117ebcafa72636b2169dbcba553c__equipment_proximity,367,002__-equipment_proximity-63-_jpg.rf.68e3117ebcafa72636b2169dbcba553c.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,2,False
train,train__002__-helmet_missing-270-_jpg.rf.40f609faf6eb140f090bb4120006a38d__helmet_missing,368,002__-helmet_missing-270-_jpg.rf.40f609faf6eb140f090bb4120006a38d.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-poor_housekeeping-37-_jpg.rf.8e0aac2617edd694354e97ded0322b4b__poor_housekeeping,369,002__-poor_housekeeping-37-_jpg.rf.8e0aac2617edd694354e97ded0322b4b.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,2,False
train,train__002__-guardrail_missing-65-_jpg.rf.9b31b3146f3104e60ffe62790c2f3890__guardrail_missing,372,002__-guardrail_missing-65-_jpg.rf.9b31b3146f3104e60ffe62790c2f3890.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,7,False
train,train__002__-helmet_missing-241-_jpg.rf.1ab7c179cf3eeefaf2924d1c05a65a4b__helmet_missing,373,002__-helmet_missing-241-_jpg.rf.1ab7c179cf3eeefaf2924d1c05a65a4b.jpg,helmet_missing,helmet_missing,圈出图中没有佩戴安全帽的工人。,1,False
train,train__002__-opening_unprotected-95-_jpg.rf.bc93f9afca8d404ce1d92f796c112d68__opening_unprotected,375,002__-opening_unprotected-95-_jpg.rf.bc93f9afca8d404ce1d92f796c112d68.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,2,False
train,train__002__-guardrail_missing-60-_jpg.rf.e617ed32d783df1df183bb9d27ad2ec9__guardrail_missing,377,002__-guardrail_missing-60-_jpg.rf.e617ed32d783df1df183bb9d27ad2ec9.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,3,False
train,train__002__-opening_unprotected-23-_jpg.rf.273ecf5e85bd9b1d8f77b94c32d8e690__opening_unprotected,379,002__-opening_unprotected-23-_jpg.rf.273ecf5e85bd9b1d8f77b94c32d8e690.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,14,False
train,train__002__-opening_unprotected-74-_jpg.rf.49198b95ee3267b7a21668f32d5e66b6__opening_unprotected,382,002__-opening_unprotected-74-_jpg.rf.49198b95ee3267b7a21668f32d5e66b6.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,1,False
train,train__002__-poor_housekeeping-63-_jpg.rf.f0d5ae16f212b6853bd1aad72a2d022f__poor_housekeeping,385,002__-poor_housekeeping-63-_jpg.rf.f0d5ae16f212b6853bd1aad72a2d022f.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,71,False
train,train__002__-guardrail_missing-44-_JPG.rf.d42bd409cf117d301c973c31afea35dd__harness_missing,387,002__-guardrail_missing-44-_JPG.rf.d42bd409cf117d301c973c31afea35dd.jpg,harness_missing,harness_missing,现场哪些工人存在未系安全带的高处作业风险?请分割出来。,1,False
train,train__002__-opening_unprotected-7-_jpg.rf.165edc8d9ff956cc6d0b9b5f3370b621__opening_unprotected,389,002__-opening_unprotected-7-_jpg.rf.165edc8d9ff956cc6d0b9b5f3370b621.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,8,False
train,train__002__-guardrail_missing-26-_jpg.rf.576565e76d0184504084b8d6eee21783__guardrail_missing,392,002__-guardrail_missing-26-_jpg.rf.576565e76d0184504084b8d6eee21783.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,5,False
train,train__002__-poor_housekeeping-27-_jpg.rf.887fd398c3b046b00d086857b4333993__poor_housekeeping,393,002__-poor_housekeeping-27-_jpg.rf.887fd398c3b046b00d086857b4333993.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,44,False
train,train__002__-guardrail_missing-105-_jpg.rf.f6952d158d5a8a89c9b485999893885b__guardrail_missing,396,002__-guardrail_missing-105-_jpg.rf.f6952d158d5a8a89c9b485999893885b.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,5,False
train,train__002__-opening_unprotected-25-_jpg.rf.720b0ed9b513893abfad341f54f67d84__opening_unprotected,398,002__-opening_unprotected-25-_jpg.rf.720b0ed9b513893abfad341f54f67d84.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,16,False
train,train__002__-helmet_missing-232-_jpg.rf.5c2e4f5ba763eea60baec80f65ba4834__helmet_missing,399,002__-helmet_missing-232-_jpg.rf.5c2e4f5ba763eea60baec80f65ba4834.jpg,helmet_missing,helmet_missing,把没有做好头部防护、未戴安全帽的人分割出来。,3,False
train,train__002__-guardrail_missing-84-_jpg.rf.b0c798c572c95fe0398a447d6600ed1c__guardrail_missing,401,002__-guardrail_missing-84-_jpg.rf.b0c798c572c95fe0398a447d6600ed1c.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,1,False
train,train__002__-opening_unprotected-2-_jpg.rf.2e3f53b715fa135cbe723a9d66269a57__opening_unprotected,402,002__-opening_unprotected-2-_jpg.rf.2e3f53b715fa135cbe723a9d66269a57.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,4,False
