sample_index,mask_index,image,prompt,is_sentence,iou,dice,precision,recall,intersection,union,pred_area,target_area,valid_area,false_positive_area,false_negative_area,pred_mask_path,visualization_path,visualization_label_path
24,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-254-_jpg.rf.b180e7acdb6bcf5a8ea1596e93d84cd0__equipment_proximity.jpg,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,True,0.36721150618431586,0.5371685427211604,0.5276025821770424,0.5470877894898822,14221,38727,26954,25994,262144,12733,11773,exp/runs/lisa13b-local-train/outputs/pred_masks/00024_train__002__-equipment_proximity-254-_jpg.rf.b180e7acdb6bcf5a8ea1596e93d84cd0__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00024_train__002__-equipment_proximity-254-_jpg.rf.b180e7acdb6bcf5a8ea1596e93d84cd0__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00024_train__002__-equipment_proximity-254-_jpg.rf.b180e7acdb6bcf5a8ea1596e93d84cd0__equipment_proximity_mask0.txt
140,0,./dataset/reason_seg/ReasonSeg/train/train__002__-helmet_missing-227-_jpg.rf.f206c8a6df004f88eedc67df8300acc8__helmet_missing.jpg,把没有做好头部防护、未戴安全帽的人分割出来。,True,0.3684299877767214,0.5384710815572041,0.36925746954331995,0.9939543830722726,10851,29452,29386,10917,262144,18535,66,exp/runs/lisa13b-local-train/outputs/pred_masks/00140_train__002__-helmet_missing-227-_jpg.rf.f206c8a6df004f88eedc67df8300acc8__helmet_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00140_train__002__-helmet_missing-227-_jpg.rf.f206c8a6df004f88eedc67df8300acc8__helmet_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00140_train__002__-helmet_missing-227-_jpg.rf.f206c8a6df004f88eedc67df8300acc8__helmet_missing_mask0.txt
162,0,./dataset/reason_seg/ReasonSeg/train/train__002__-helmet_missing-72-_JPG.rf.adbb8dbfc83e66810b1e602d95e18ee4__helmet_missing.jpg,把没有做好头部防护、未戴安全帽的人分割出来。,True,0.36936380481778874,0.539467749210645,0.4011908256111367,0.8231953884539276,9568,25904,23849,11623,262144,14281,2055,exp/runs/lisa13b-local-train/outputs/pred_masks/00162_train__002__-helmet_missing-72-_JPG.rf.adbb8dbfc83e66810b1e602d95e18ee4__helmet_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00162_train__002__-helmet_missing-72-_JPG.rf.adbb8dbfc83e66810b1e602d95e18ee4__helmet_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00162_train__002__-helmet_missing-72-_JPG.rf.adbb8dbfc83e66810b1e602d95e18ee4__helmet_missing_mask0.txt
1,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-119-_jpg.rf.609beb2b79f926977d99b22c96cc8d1d__equipment_proximity.jpg,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,True,0.37684101348347904,0.5473994597677647,0.41859508212910235,0.7907041815638116,25433,67490,60758,32165,262144,35325,6732,exp/runs/lisa13b-local-train/outputs/pred_masks/00001_train__002__-equipment_proximity-119-_jpg.rf.609beb2b79f926977d99b22c96cc8d1d__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00001_train__002__-equipment_proximity-119-_jpg.rf.609beb2b79f926977d99b22c96cc8d1d__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00001_train__002__-equipment_proximity-119-_jpg.rf.609beb2b79f926977d99b22c96cc8d1d__equipment_proximity_mask0.txt
287,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-85-_JPG.rf.01ad45d0584478e2b9ec9fc432662891__poor_housekeeping.jpg,圈出施工现场杂乱、可能影响通行安全的位置。,True,0.3777008407212,0.5483060321331892,0.47801888008247956,0.6428261952730661,59347,157127,124152,92322,262144,64805,32975,exp/runs/lisa13b-local-train/outputs/pred_masks/00287_train__002__-poor_housekeeping-85-_JPG.rf.01ad45d0584478e2b9ec9fc432662891__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00287_train__002__-poor_housekeeping-85-_JPG.rf.01ad45d0584478e2b9ec9fc432662891__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00287_train__002__-poor_housekeeping-85-_JPG.rf.01ad45d0584478e2b9ec9fc432662891__poor_housekeeping_mask0.txt
302,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG20241113160437_jpg.rf.2275a949f622fa0ddce6811159d800ab__unsafe.jpg,圈出图中被标注为不安全状态的作业人员或区域。,True,0.3810242881833894,0.5517995468198346,0.9745463006049325,0.384854276158624,20943,54965,21490,54418,409600,547,33475,exp/runs/lisa13b-local-train/outputs/pred_masks/00302_train__004__IMG20241113160437_jpg.rf.2275a949f622fa0ddce6811159d800ab__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00302_train__004__IMG20241113160437_jpg.rf.2275a949f622fa0ddce6811159d800ab__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00302_train__004__IMG20241113160437_jpg.rf.2275a949f622fa0ddce6811159d800ab__unsafe_mask0.txt
389,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_162006_jpg.rf.0245503d5a96016ecc4cc563c995ccca__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,0.38267299107142855,0.553526384824942,0.8580735542135901,0.40853078113566754,63089,164864,73524,154429,409600,10435,91340,exp/runs/lisa13b-local-train/outputs/pred_masks/00389_train__004__IMG_20241113_162006_jpg.rf.0245503d5a96016ecc4cc563c995ccca__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00389_train__004__IMG_20241113_162006_jpg.rf.0245503d5a96016ecc4cc563c995ccca__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00389_train__004__IMG_20241113_162006_jpg.rf.0245503d5a96016ecc4cc563c995ccca__unsafe_mask0.txt
294,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-97-_jpg.rf.aff338168a610cd88e9aec2be48960b2__poor_housekeeping.jpg,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,True,0.38284384995638265,0.5537051055597612,0.6301933754547195,0.49377437743774377,26332,68780,41784,53328,262144,15452,26996,exp/runs/lisa13b-local-train/outputs/pred_masks/00294_train__002__-poor_housekeeping-97-_jpg.rf.aff338168a610cd88e9aec2be48960b2__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00294_train__002__-poor_housekeeping-97-_jpg.rf.aff338168a610cd88e9aec2be48960b2__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00294_train__002__-poor_housekeeping-97-_jpg.rf.aff338168a610cd88e9aec2be48960b2__poor_housekeeping_mask0.txt
198,0,./dataset/reason_seg/ReasonSeg/train/train__002__-opening_unprotected-38-_JPG.rf.e050d009e047a02e5e0474b3aa8dcba9__opening_unprotected.jpg,图中哪些洞口或临边没有做防护?请分割出来。,True,0.38356553074369376,0.5544595065728759,0.9182800081516201,0.39712103407755583,13518,35243,14721,34040,262144,1203,20522,exp/runs/lisa13b-local-train/outputs/pred_masks/00198_train__002__-opening_unprotected-38-_JPG.rf.e050d009e047a02e5e0474b3aa8dcba9__opening_unprotected_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00198_train__002__-opening_unprotected-38-_JPG.rf.e050d009e047a02e5e0474b3aa8dcba9__opening_unprotected_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00198_train__002__-opening_unprotected-38-_JPG.rf.e050d009e047a02e5e0474b3aa8dcba9__opening_unprotected_mask0.txt
292,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-92-_jpg.rf.32b739003b272111d1d2427c37d187b0__poor_housekeeping.jpg,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,True,0.3840382381505532,0.5549532195927352,0.9185188558936054,0.3975829981862629,20167,52513,21956,50724,262144,1789,30557,exp/runs/lisa13b-local-train/outputs/pred_masks/00292_train__002__-poor_housekeeping-92-_jpg.rf.32b739003b272111d1d2427c37d187b0__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00292_train__002__-poor_housekeeping-92-_jpg.rf.32b739003b272111d1d2427c37d187b0__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00292_train__002__-poor_housekeeping-92-_jpg.rf.32b739003b272111d1d2427c37d187b0__poor_housekeeping_mask0.txt
5,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-139-_jpg.rf.b7170ac3276e6d3b2acc80fe9a86068a__equipment_proximity.jpg,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,True,0.385463765053877,0.5564400524598164,0.4091133336323272,0.8695900857959962,9122,23665,22297,10490,262144,13175,1368,exp/runs/lisa13b-local-train/outputs/pred_masks/00005_train__002__-equipment_proximity-139-_jpg.rf.b7170ac3276e6d3b2acc80fe9a86068a__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00005_train__002__-equipment_proximity-139-_jpg.rf.b7170ac3276e6d3b2acc80fe9a86068a__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00005_train__002__-equipment_proximity-139-_jpg.rf.b7170ac3276e6d3b2acc80fe9a86068a__equipment_proximity_mask0.txt
82,0,./dataset/reason_seg/ReasonSeg/train/train__002__-guardrail_missing-5-_jpg.rf.6802e902faaad439c5a8a4827e7d8cae__guardrail_missing.jpg,把缺少栏杆防护、存在坠落风险的部位分割出来。,True,0.3861153815033579,0.5571186737493433,0.817543258523214,0.4225252346378608,9544,24718,11674,22588,262144,2130,13044,exp/runs/lisa13b-local-train/outputs/pred_masks/00082_train__002__-guardrail_missing-5-_jpg.rf.6802e902faaad439c5a8a4827e7d8cae__guardrail_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00082_train__002__-guardrail_missing-5-_jpg.rf.6802e902faaad439c5a8a4827e7d8cae__guardrail_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00082_train__002__-guardrail_missing-5-_jpg.rf.6802e902faaad439c5a8a4827e7d8cae__guardrail_missing_mask0.txt
286,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-83-_JPG.rf.df011ac7ae1c193ebaa5721495d0a738__poor_housekeeping.jpg,标出现场材料堆放混乱或文明施工不到位的区域。,True,0.39148658088649524,0.5626882591093118,0.4365185054900877,0.7914445811124778,52119,133131,119397,65853,262144,67278,13734,exp/runs/lisa13b-local-train/outputs/pred_masks/00286_train__002__-poor_housekeeping-83-_JPG.rf.df011ac7ae1c193ebaa5721495d0a738__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00286_train__002__-poor_housekeeping-83-_JPG.rf.df011ac7ae1c193ebaa5721495d0a738__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00286_train__002__-poor_housekeeping-83-_JPG.rf.df011ac7ae1c193ebaa5721495d0a738__poor_housekeeping_mask0.txt
182,0,./dataset/reason_seg/ReasonSeg/train/train__002__-opening_unprotected-21-_jpg.rf.f5970d57109200d41e06cbef9c9e2efc__opening_unprotected.jpg,把缺少防护、可能导致坠落的开口区域分割出来。,True,0.3918167104996965,0.5630291798393837,0.3918167104996965,1.0,7747,19772,19772,7747,262144,12025,0,exp/runs/lisa13b-local-train/outputs/pred_masks/00182_train__002__-opening_unprotected-21-_jpg.rf.f5970d57109200d41e06cbef9c9e2efc__opening_unprotected_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00182_train__002__-opening_unprotected-21-_jpg.rf.f5970d57109200d41e06cbef9c9e2efc__opening_unprotected_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00182_train__002__-opening_unprotected-21-_jpg.rf.f5970d57109200d41e06cbef9c9e2efc__opening_unprotected_mask0.txt
164,0,./dataset/reason_seg/ReasonSeg/train/train__002__-helmet_missing-74-_JPG.rf.8ff47d0976090236b926f016b530cba6__helmet_missing.jpg,标出未按规定佩戴安全帽的作业人员。,True,0.3988313008130081,0.5702350248828508,0.4756681413247682,0.711733768589046,7849,19680,16501,11028,262144,8652,3179,exp/runs/lisa13b-local-train/outputs/pred_masks/00164_train__002__-helmet_missing-74-_JPG.rf.8ff47d0976090236b926f016b530cba6__helmet_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00164_train__002__-helmet_missing-74-_JPG.rf.8ff47d0976090236b926f016b530cba6__helmet_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00164_train__002__-helmet_missing-74-_JPG.rf.8ff47d0976090236b926f016b530cba6__helmet_missing_mask0.txt
135,0,./dataset/reason_seg/ReasonSeg/train/train__002__-helmet_missing-211-_JPG.rf.4988996b6d091c85fe2ddd93e9a63299__helmet_missing.jpg,圈出图中没有佩戴安全帽的工人。,True,0.4039581599904909,0.5754561232696948,0.4039581599904909,1.0,13594,33652,33652,13594,262144,20058,0,exp/runs/lisa13b-local-train/outputs/pred_masks/00135_train__002__-helmet_missing-211-_JPG.rf.4988996b6d091c85fe2ddd93e9a63299__helmet_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00135_train__002__-helmet_missing-211-_JPG.rf.4988996b6d091c85fe2ddd93e9a63299__helmet_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00135_train__002__-helmet_missing-211-_JPG.rf.4988996b6d091c85fe2ddd93e9a63299__helmet_missing_mask0.txt
370,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__no_jacket.jpg,把缺少反光衣防护的作业人员分割出来。,True,0.4056963772469675,0.5772176464472605,0.41087374808821353,0.9698757763975155,24984,61583,60807,25760,409600,35823,776,exp/runs/lisa13b-local-train/outputs/pred_masks/00370_train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__no_jacket_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00370_train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__no_jacket_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00370_train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__no_jacket_mask0.txt
49,0,./dataset/reason_seg/ReasonSeg/train/train__002__-guardrail_missing-102-_jpg.rf.0accf2578ab32b4e56d12b58159a4dd5__guardrail_missing.jpg,标出缺少防护栏杆的区域。,True,0.4064342866635289,0.5779641331522274,0.4090047921542405,0.9847722546454686,14680,36119,35892,14907,262144,21212,227,exp/runs/lisa13b-local-train/outputs/pred_masks/00049_train__002__-guardrail_missing-102-_jpg.rf.0accf2578ab32b4e56d12b58159a4dd5__guardrail_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00049_train__002__-guardrail_missing-102-_jpg.rf.0accf2578ab32b4e56d12b58159a4dd5__guardrail_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00049_train__002__-guardrail_missing-102-_jpg.rf.0accf2578ab32b4e56d12b58159a4dd5__guardrail_missing_mask0.txt
375,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_jacket.jpg,圈出没有穿反光衣或安全背心的作业人员。,True,0.4066850086797026,0.5782175912451248,0.4109178759949034,0.9752965203047679,24833,61062,60433,25462,409600,35600,629,exp/runs/lisa13b-local-train/outputs/pred_masks/00375_train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_jacket_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00375_train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_jacket_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00375_train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_jacket_mask0.txt
70,0,./dataset/reason_seg/ReasonSeg/train/train__002__-guardrail_missing-25-_jpg.rf.0625757114f719dee63096cf5d36c6ec__guardrail_missing.jpg,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,True,0.41147086340550654,0.5830384091850624,0.4116634351808518,0.9988644198402077,24629,59856,59828,24657,262144,35199,28,exp/runs/lisa13b-local-train/outputs/pred_masks/00070_train__002__-guardrail_missing-25-_jpg.rf.0625757114f719dee63096cf5d36c6ec__guardrail_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00070_train__002__-guardrail_missing-25-_jpg.rf.0625757114f719dee63096cf5d36c6ec__guardrail_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00070_train__002__-guardrail_missing-25-_jpg.rf.0625757114f719dee63096cf5d36c6ec__guardrail_missing_mask0.txt
353,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161357_jpg.rf.decad51e74f9ee3b80b04b56d3447a98__safe.jpg,圈出图中被标注为安全状态的作业人员或区域。,True,0.41197113968783744,0.5835404536369166,0.41253302205566134,0.9967047647320766,33574,81496,81385,33685,409600,47811,111,exp/runs/lisa13b-local-train/outputs/pred_masks/00353_train__004__IMG_20241113_161357_jpg.rf.decad51e74f9ee3b80b04b56d3447a98__safe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00353_train__004__IMG_20241113_161357_jpg.rf.decad51e74f9ee3b80b04b56d3447a98__safe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00353_train__004__IMG_20241113_161357_jpg.rf.decad51e74f9ee3b80b04b56d3447a98__safe_mask0.txt
30,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-3-_JPG.rf.de3b0cbbd9ef27f8209ad9536a5c793c__equipment_proximity.jpg,圈出施工现场设备邻近作业人员的危险区域。,True,0.4128063431042768,0.5843778167037975,0.4158336762107607,0.9826698695950583,34362,83240,82634,34968,262144,48272,606,exp/runs/lisa13b-local-train/outputs/pred_masks/00030_train__002__-equipment_proximity-3-_JPG.rf.de3b0cbbd9ef27f8209ad9536a5c793c__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00030_train__002__-equipment_proximity-3-_JPG.rf.de3b0cbbd9ef27f8209ad9536a5c793c__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00030_train__002__-equipment_proximity-3-_JPG.rf.de3b0cbbd9ef27f8209ad9536a5c793c__equipment_proximity_mask0.txt
147,0,./dataset/reason_seg/ReasonSeg/train/train__002__-helmet_missing-242-_jpg.rf.5ae76133d77e0f7f4c7bd62f7886297a__helmet_missing.jpg,标出未按规定佩戴安全帽的作业人员。,True,0.4221218961625282,0.5936507936507937,0.4221218961625282,1.0,6732,15948,15948,6732,262144,9216,0,exp/runs/lisa13b-local-train/outputs/pred_masks/00147_train__002__-helmet_missing-242-_jpg.rf.5ae76133d77e0f7f4c7bd62f7886297a__helmet_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00147_train__002__-helmet_missing-242-_jpg.rf.5ae76133d77e0f7f4c7bd62f7886297a__helmet_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00147_train__002__-helmet_missing-242-_jpg.rf.5ae76133d77e0f7f4c7bd62f7886297a__helmet_missing_mask0.txt
325,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG20241113161450_jpg.rf.78eb9f914923bee793cd3f06ba23c1e2__unsafe.jpg,圈出图中被标注为不安全状态的作业人员或区域。,True,0.4290892499556412,0.6005072810798346,0.6849004693316071,0.5346303256166504,16928,39451,24716,31663,409600,7788,14735,exp/runs/lisa13b-local-train/outputs/pred_masks/00325_train__004__IMG20241113161450_jpg.rf.78eb9f914923bee793cd3f06ba23c1e2__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00325_train__004__IMG20241113161450_jpg.rf.78eb9f914923bee793cd3f06ba23c1e2__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00325_train__004__IMG20241113161450_jpg.rf.78eb9f914923bee793cd3f06ba23c1e2__unsafe_mask0.txt
45,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-96-_JPG.rf.a289719896b62f2bb4d6c1c959b2f0d7__equipment_proximity.jpg,圈出施工现场设备邻近作业人员的危险区域。,True,0.4380288619219416,0.6092073302847498,0.43832356947111045,0.99846740430622,26711,60980,60939,26752,262144,34228,41,exp/runs/lisa13b-local-train/outputs/pred_masks/00045_train__002__-equipment_proximity-96-_JPG.rf.a289719896b62f2bb4d6c1c959b2f0d7__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00045_train__002__-equipment_proximity-96-_JPG.rf.a289719896b62f2bb4d6c1c959b2f0d7__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00045_train__002__-equipment_proximity-96-_JPG.rf.a289719896b62f2bb4d6c1c959b2f0d7__equipment_proximity_mask0.txt
14,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-17-_JPG.rf.b93c5e5d7736148c802adeee928911d7__helmet_missing.jpg,标出未按规定佩戴安全帽的作业人员。,True,0.44023719368436093,0.6113398482067562,0.44023719368436093,1.0,6162,13997,13997,6162,262144,7835,0,exp/runs/lisa13b-local-train/outputs/pred_masks/00014_train__002__-equipment_proximity-17-_JPG.rf.b93c5e5d7736148c802adeee928911d7__helmet_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00014_train__002__-equipment_proximity-17-_JPG.rf.b93c5e5d7736148c802adeee928911d7__helmet_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00014_train__002__-equipment_proximity-17-_JPG.rf.b93c5e5d7736148c802adeee928911d7__helmet_missing_mask0.txt
376,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161737_jpg.rf.0cc8ef9be7bd640c3607f7c54c5db45c__no_jacket.jpg,圈出没有穿反光衣或安全背心的作业人员。,True,0.44248236616691705,0.613501248327517,0.45425020170968106,0.9446910643359316,44477,100517,97913,47081,409600,53436,2604,exp/runs/lisa13b-local-train/outputs/pred_masks/00376_train__004__IMG_20241113_161737_jpg.rf.0cc8ef9be7bd640c3607f7c54c5db45c__no_jacket_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00376_train__004__IMG_20241113_161737_jpg.rf.0cc8ef9be7bd640c3607f7c54c5db45c__no_jacket_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00376_train__004__IMG_20241113_161737_jpg.rf.0cc8ef9be7bd640c3607f7c54c5db45c__no_jacket_mask0.txt
250,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-114-_jpg.rf.468647e0a0c86ad25e29ffbaec40814f__poor_housekeeping.jpg,标出现场材料堆放混乱或文明施工不到位的区域。,True,0.44274095956719817,0.6137497610104785,0.44414789159852897,0.9928960549158901,49757,112384,112028,50113,262144,62271,356,exp/runs/lisa13b-local-train/outputs/pred_masks/00250_train__002__-poor_housekeeping-114-_jpg.rf.468647e0a0c86ad25e29ffbaec40814f__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00250_train__002__-poor_housekeeping-114-_jpg.rf.468647e0a0c86ad25e29ffbaec40814f__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00250_train__002__-poor_housekeeping-114-_jpg.rf.468647e0a0c86ad25e29ffbaec40814f__poor_housekeeping_mask0.txt
242,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-10-_jpg.rf.8a701c7a869829a04e82d2f5c67bdc9c__poor_housekeeping.jpg,圈出施工现场杂乱、可能影响通行安全的位置。,True,0.45277820493105747,0.6233273646234861,0.46674416454208,0.9380110438568546,35333,78036,75701,37668,262144,40368,2335,exp/runs/lisa13b-local-train/outputs/pred_masks/00242_train__002__-poor_housekeeping-10-_jpg.rf.8a701c7a869829a04e82d2f5c67bdc9c__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00242_train__002__-poor_housekeeping-10-_jpg.rf.8a701c7a869829a04e82d2f5c67bdc9c__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00242_train__002__-poor_housekeeping-10-_jpg.rf.8a701c7a869829a04e82d2f5c67bdc9c__poor_housekeeping_mask0.txt
409,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_162216764_jpg.rf.89bc33fd9a344a8e85d8b29f08c0cd22__no_jacket.jpg,现场哪些人员没有穿安全背心?请分割出来。,True,0.4527981084707039,0.62334622523338,0.4601884601884602,0.9657477972632235,34088,75283,74074,35297,409600,39986,1209,exp/runs/lisa13b-local-train/outputs/pred_masks/00409_train__004__IMG_20241113_162216764_jpg.rf.89bc33fd9a344a8e85d8b29f08c0cd22__no_jacket_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00409_train__004__IMG_20241113_162216764_jpg.rf.89bc33fd9a344a8e85d8b29f08c0cd22__no_jacket_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00409_train__004__IMG_20241113_162216764_jpg.rf.89bc33fd9a344a8e85d8b29f08c0cd22__no_jacket_mask0.txt
406,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_162214244_jpg.rf.1a34c516ab4f4c781e22568e5d5c0d4e__no_helmet.jpg,现场哪些人员存在未戴安全帽的安全隐患?请分割出来。,True,0.4561675624331181,0.6265316907223305,0.4646198687175468,0.9616495995133326,37939,83169,81656,39452,409600,43717,1513,exp/runs/lisa13b-local-train/outputs/pred_masks/00406_train__004__IMG_20241113_162214244_jpg.rf.1a34c516ab4f4c781e22568e5d5c0d4e__no_helmet_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00406_train__004__IMG_20241113_162214244_jpg.rf.1a34c516ab4f4c781e22568e5d5c0d4e__no_helmet_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00406_train__004__IMG_20241113_162214244_jpg.rf.1a34c516ab4f4c781e22568e5d5c0d4e__no_helmet_mask0.txt
275,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-65-_jpg.rf.5631387269fc76ea9df781daec4fd1b7__poor_housekeeping.jpg,标出现场材料堆放混乱或文明施工不到位的区域。,True,0.45662738285285004,0.6269652599260233,0.45678287519227834,0.9992550732083226,38901,85192,85163,38930,262144,46262,29,exp/runs/lisa13b-local-train/outputs/pred_masks/00275_train__002__-poor_housekeeping-65-_jpg.rf.5631387269fc76ea9df781daec4fd1b7__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00275_train__002__-poor_housekeeping-65-_jpg.rf.5631387269fc76ea9df781daec4fd1b7__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00275_train__002__-poor_housekeeping-65-_jpg.rf.5631387269fc76ea9df781daec4fd1b7__poor_housekeeping_mask0.txt
